path,dataset,model,cap,method,seed,NCE,max_e_logged,rows,E_lit,maxrun_lit,n_sat_lit,E_inf,maxrun_inf,n_sat_inf,inferred_tail,early_stop,first_sat,sat_epoch_csv,final_sat_csv,flips,enable_ce_skip_cfg,n_sat_epochs_logged,sat_epochs_with_CE_off,sat_epochs_with_zero_cstr,sat_epochs_fully_frozen,ce_skip_first_e,cnt_min,cnt_max
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,29,29,29,29,1,1,29,1,1,False,False,29.0,29.0,1.0,0.0,ABSENT->default True,1,1,1,1,27.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,31.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,52.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,RegNetY400MF,L30_G30,hounie_rcl,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,32.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,RegNetY400MF,L30_G30,hounie_rcl,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,33.0,ABSENT->default True,0,0,0,0,29.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,RegNetY400MF,L30_G30,hounie_rcl,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,3.0,ABSENT->default True,0,0,0,0,29.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,19.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,RegNetY400MF,L30_G30,tralo,1,29,29,7,29,0,0,29,0,0,False,False,,,0.0,46.0,False,0,0,0,0,,140.0,213.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,RegNetY400MF,L30_G30,tralo,2,29,29,7,29,0,0,29,0,0,False,False,,,0.0,49.0,False,0,0,0,0,,129.0,241.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,RegNetY400MF,L30_G30,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,0.0,51.0,False,0,0,0,0,,126.0,221.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,RegNetY400MF,L30_G30,tralo,4,29,29,7,29,0,0,29,0,0,False,False,,,0.0,14.0,False,0,0,0,0,,93.0,200.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,25.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,52.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,29.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,56.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,52.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,52.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,37.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,54.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,RegNetY400MF,L30_G30,tralo,1,29,29,7,29,0,0,29,0,0,False,False,,,0.0,54.0,False,0,0,0,0,,128.0,309.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,RegNetY400MF,L30_G30,tralo,2,29,29,7,29,0,0,29,0,0,False,False,,,0.0,72.0,False,0,0,0,0,,123.0,316.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,RegNetY400MF,L30_G30,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,0.0,60.0,False,0,0,0,0,,140.0,193.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,RegNetY400MF,L30_G30,tralo,4,29,29,7,29,0,0,29,0,0,False,False,,,0.0,85.0,False,0,0,0,0,,171.0,255.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,29,20,20,20,5,5,20,5,5,False,True,16.0,16.0,1.0,20.0,ABSENT->default True,5,5,5,5,15.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,29,22,22,22,5,5,22,5,5,False,True,18.0,18.0,1.0,42.0,ABSENT->default True,5,5,5,5,17.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,29,21,21,21,5,5,21,5,5,False,True,17.0,17.0,1.0,63.0,ABSENT->default True,5,5,5,5,14.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,29,19,19,19,5,5,19,5,5,False,True,15.0,15.0,1.0,12.0,ABSENT->default True,5,5,5,5,14.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,1,29,24,24,24,5,5,24,5,5,False,True,20.0,20.0,1.0,69.0,ABSENT->default True,5,5,0,0,15.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,2,29,29,29,29,5,5,29,5,5,False,False,25.0,25.0,1.0,77.0,ABSENT->default True,5,5,0,0,19.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,29,26,26,26,5,5,26,5,5,False,True,22.0,22.0,1.0,83.0,ABSENT->default True,5,5,0,0,17.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,29,26,26,26,5,5,26,5,5,False,True,22.0,22.0,1.0,95.0,ABSENT->default True,5,5,0,0,18.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,dermmnist,RegNetY400MF,L50_G50,tralo,1,29,29,7,29,0,0,29,0,0,False,False,,,0.0,9.0,False,0,0,0,0,,138.0,222.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,dermmnist,RegNetY400MF,L50_G50,tralo,2,29,29,7,29,0,0,29,0,0,False,False,,,0.0,21.0,False,0,0,0,0,,132.0,208.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,dermmnist,RegNetY400MF,L50_G50,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,0.0,15.0,False,0,0,0,0,,165.0,307.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,dermmnist,RegNetY400MF,L50_G50,tralo,4,29,29,7,29,0,0,29,0,0,False,False,,,0.0,7.0,False,0,0,0,0,,135.0,250.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,13.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,29,29,29,29,1,1,29,1,1,False,False,26.0,26.0,1.0,44.0,ABSENT->default True,1,0,1,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,29,29,29,29,2,4,29,2,4,False,False,3.0,3.0,1.0,9.0,ABSENT->default True,4,0,3,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,29,29,29,29,1,2,29,1,2,False,False,15.0,15.0,1.0,15.0,ABSENT->default True,2,0,2,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,RegNetY400MF,L50_G50,hounie_rcl,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,10.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,RegNetY400MF,L50_G50,hounie_rcl,2,29,29,29,29,1,5,29,1,5,False,False,3.0,3.0,1.0,14.0,ABSENT->default True,5,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,RegNetY400MF,L50_G50,hounie_rcl,3,29,29,29,29,1,2,29,1,2,False,False,3.0,3.0,1.0,10.0,ABSENT->default True,2,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,29,29,29,29,0,0,29,0,0,False,False,,,1.0,26.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,octmnist,RegNetY400MF,L50_G50,tralo,1,29,29,8,29,1,1,29,1,1,False,False,15.0,16.0,1.0,15.0,False,1,0,1,0,,110.0,255.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,octmnist,RegNetY400MF,L50_G50,tralo,2,29,29,9,29,1,3,29,1,3,False,False,6.0,7.0,1.0,17.0,False,3,0,3,0,,107.0,238.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,octmnist,RegNetY400MF,L50_G50,tralo,3,29,29,8,29,1,1,29,1,1,False,False,3.0,4.0,1.0,16.0,False,1,0,0,0,,109.0,216.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,octmnist,RegNetY400MF,L50_G50,tralo,4,29,29,9,29,1,3,29,1,3,False,False,7.0,8.0,1.0,13.0,False,3,0,2,0,,76.0,280.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,1,29,29,29,29,1,1,29,1,1,False,False,5.0,5.0,1.0,12.0,ABSENT->default True,1,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,27.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,3,29,29,29,29,1,1,29,1,1,False,False,3.0,3.0,1.0,8.0,ABSENT->default True,1,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,21.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,11.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,27.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,7.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,16.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,RegNetY400MF,L50_G50,tralo,1,29,29,7,29,0,0,29,0,0,False,False,,,0.0,26.0,False,0,0,0,0,,145.0,302.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,RegNetY400MF,L50_G50,tralo,2,29,29,7,29,0,0,29,0,0,False,False,,,0.0,42.0,False,0,0,0,0,,146.0,253.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,RegNetY400MF,L50_G50,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,0.0,10.0,False,0,0,0,0,,104.0,214.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,RegNetY400MF,L50_G50,tralo,4,29,29,7,29,0,0,29,0,0,False,False,,,0.0,11.0,False,0,0,0,0,,136.0,242.0
