dataset,cap,model,seed,method,warmup,cepochs,K,count,count_raw,sat,AP,ccF1eq,macroEq,cls,n_pool,n_true_cls,last_epoch,ce_skip,lr,lr_constraint,stable_thr,campaign,collapsed,constraint_epochs_run
tissuemnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,86,86,35,0,0.3954645792438441,0.32684824902723736,0.27474906710701075,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,86,86,81,0,0.337777312890084,0.29571984435797666,0.41055610987454183,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,4,tralo,1,29,86,86,68,0,0.3278875194271938,0.29571984435797666,0.3751837811220321,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,3,tralo,1,29,86,86,63,0,0.3976203801948647,0.3346303501945525,0.39859429069232244,4,2400,171,5.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,4.0
tissuemnist,L50_G50,MobileNetV3,1,tralo,1,29,86,86,46,0,0.41318960123149534,0.35019455252918286,0.41751776144966934,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,2,tralo,1,29,86,86,58,0,0.42791533550486804,0.38910505836575876,0.4118772349360842,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,86,86,77,0,0.3111756289946287,0.31906614785992216,0.36955405373449907,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,86,86,66,0,0.34349446917416493,0.311284046692607,0.3775104919125395,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,86,86,61,0,0.28715025236541913,0.29571984435797666,0.4086211436538096,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,86,86,83,0,0.3616882355063031,0.3424124513618677,0.38541431936783027,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,125,125,64,0,0.8223765465515465,0.6186666666666667,0.7865658664129185,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,125,125,86,0,0.7534063613721464,0.5706666666666667,0.73790534964568,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,125,125,96,0,0.7869481365119021,0.5973333333333334,0.7278064789015896,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,125,125,113,0,0.8264072779293988,0.6133333333333333,0.7766215903763518,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,4,tralo,1,29,125,125,122,0,0.8286873641921993,0.608,0.7851120818260916,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,3,tralo,1,29,125,125,108,0,0.8145282858354329,0.5973333333333334,0.7798023054399704,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,1,tralo,1,29,125,125,103,0,0.7709309982736356,0.576,0.7270758304154319,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,2,tralo,1,29,125,125,99,0,0.7560338499848368,0.544,0.7354825864860565,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,125,125,117,0,0.8121980585359813,0.592,0.7789671003792058,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,125,125,111,0,0.7651043720875812,0.5653333333333334,0.7401553927277432,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,125,125,108,0,0.7215008445074367,0.5333333333333333,0.7363432394430335,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,125,125,111,0,0.8295688576114865,0.6186666666666667,0.784711012564671,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,29,67,67,9,0,0.34403368993858147,0.2827586206896552,0.5804516055245933,4,2003,223,25.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,26.0
dermmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,29,67,67,8,0,0.37381258850952215,0.2689655172413793,0.6097409135685086,4,2003,223,20.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,21.0
dermmnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,29,67,67,16,0,0.5090260122722069,0.3586206896551724,0.6489867752201384,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,29.0
dermmnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,29,67,67,5,0,0.36470269415610734,0.2413793103448276,0.6157227653644753,4,2003,223,24.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,25.0
dermmnist,L30_G30,RegNetY400MF,4,tralo,1,29,67,67,90,0,0.6007235320556298,0.3931034482758621,0.7029446374348323,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,RegNetY400MF,3,tralo,1,29,67,67,96,0,0.6039074658861605,0.4068965517241379,0.6103296415670602,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,RegNetY400MF,1,tralo,1,29,67,67,124,0,0.6965820998089212,0.43448275862068964,0.6977928217742075,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,RegNetY400MF,2,tralo,1,29,67,67,152,0,0.6376213629758776,0.38620689655172413,0.6503114442823917,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,29,67,67,52,0,0.5004014913308018,0.3448275862068966,0.6777103272506845,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,29,67,67,51,0,0.6063083218708846,0.4,0.6362610526390272,4,2003,223,19.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,20.0
dermmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,29,67,67,21,0,0.5673747534459136,0.4,0.6447995230044238,4,2003,223,20.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,21.0
dermmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,29,67,67,51,0,0.5571203326042151,0.3586206896551724,0.6689971169303742,4,2003,223,18.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,19.0
tissuemnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,29,51,51,105,0,0.3562319557558725,0.2882882882882883,0.42042992399966916,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,29,51,51,86,0,0.4429713849593309,0.2702702702702703,0.426064875901248,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,29,51,51,103,0,0.3865354881989905,0.27927927927927926,0.40561815923953803,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,29,51,51,101,0,0.41595866292658606,0.2972972972972973,0.39990947208256344,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,4,tralo,1,29,51,51,136,0,0.36359285552718557,0.2702702702702703,0.4104444797216465,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,3,tralo,1,29,51,51,111,0,0.4104309011286234,0.26126126126126126,0.40949972362566733,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,1,tralo,1,29,51,51,105,0,0.3517354705612637,0.2702702702702703,0.39547661531153033,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,2,tralo,1,29,51,51,123,0,0.4170239495472287,0.26126126126126126,0.40149016512146013,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,29,51,51,107,0,0.38487164601217827,0.2702702702702703,0.41563952747503374,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,29,51,51,78,0,0.4160321002580541,0.2882882882882883,0.3888966292692315,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,29,51,51,74,0,0.36602478743763034,0.24324324324324326,0.4220430379136828,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,29,51,51,101,0,0.41595866292658606,0.2972972972972973,0.39990947208256344,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,29,75,75,94,0,0.7363880807584706,0.40615384615384614,0.6973963865231367,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,29,75,66,69,0,0.7309683404383006,0.4123076923076923,0.6848567588736945,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,29,75,75,107,0,0.7439418154228263,0.4246153846153846,0.69349924138228,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,29,75,75,108,0,0.7354033173452216,0.40615384615384614,0.6959558369892311,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,4,tralo,1,29,75,75,89,0,0.7363577678094129,0.40615384615384614,0.7122116177661988,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,3,tralo,1,29,75,75,126,0,0.7009144846064651,0.38769230769230767,0.6868060638446836,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,1,tralo,1,29,75,75,121,0,0.7520266239331184,0.4246153846153846,0.7206851747787016,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,2,tralo,1,29,75,75,124,0,0.7160146073244622,0.4,0.6789038208157052,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,29,75,75,127,0,0.7420239925268304,0.4123076923076923,0.7072122274899808,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,29,75,75,106,0,0.7169548360754253,0.4,0.7011544069233411,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,29,75,75,125,0,0.6941591535566026,0.39384615384615385,0.6946376983280925,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,29,75,57,57,1,0.6921825660756759,0.40615384615384614,0.6748218784147764,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,29,112,111,16,0,0.5026997410940586,0.46107784431137727,0.652774993303165,4,2003,223,25.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,26.0
dermmnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,29,112,111,28,0,0.5308312386335917,0.46706586826347307,0.6878995980902278,4,2003,223,25.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,26.0
dermmnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,29,112,111,42,0,0.5129203106947028,0.4550898203592814,0.5938830807998067,4,2003,223,23.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,24.0
dermmnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,29,112,111,34,0,0.5211105933433501,0.46107784431137727,0.6851637832017671,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,29.0
dermmnist,L50_G50,RegNetY400MF,4,tralo,1,29,112,111,112,0,0.6757518935962892,0.5568862275449101,0.7237228544736592,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L50_G50,RegNetY400MF,3,tralo,1,29,112,111,116,0,0.630866696444342,0.5209580838323353,0.6343020630676904,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L50_G50,RegNetY400MF,1,tralo,1,29,112,111,114,0,0.6470455530065607,0.5149700598802395,0.7192927707375489,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L50_G50,RegNetY400MF,2,tralo,1,29,112,111,132,0,0.6200126260675138,0.5029940119760479,0.7106074080877033,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,29,112,111,99,0,0.5969347987551573,0.46706586826347307,0.7014275466195878,4,2003,223,18.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,19.0
dermmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,29,112,111,48,0,0.6050725719671165,0.5149700598802395,0.6656308157008687,4,2003,223,20.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,21.0
dermmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,29,112,111,91,0,0.6183982790447494,0.49700598802395207,0.6627633199498756,4,2003,223,19.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,20.0
dermmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,29,112,111,69,0,0.618833706892146,0.49101796407185627,0.6852589485616668,4,2003,223,21.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,22.0
tissuemnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,29,86,86,102,0,0.3541704193938009,0.32684824902723736,0.4412896492185993,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,29,86,86,93,0,0.4244925949660376,0.35797665369649806,0.4059285422489417,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,29,86,86,81,0,0.3585065445090276,0.311284046692607,0.3816582329117909,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,29,86,86,101,0,0.41595866292658606,0.35797665369649806,0.4020501471992479,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,4,tralo,1,29,86,86,91,0,0.3578201538927332,0.35797665369649806,0.4147074353451754,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,3,tralo,1,29,86,86,82,0,0.333484059597683,0.311284046692607,0.4379547484434856,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,1,tralo,1,29,86,86,100,0,0.3974722289625047,0.35797665369649806,0.4311589986920036,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,2,tralo,1,29,86,86,114,0,0.4229122626676135,0.3346303501945525,0.41373178358270757,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,29,86,86,107,0,0.38487164601217827,0.35019455252918286,0.4270067046494453,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,29,86,86,78,0,0.4160321002580541,0.38132295719844356,0.40159907188527083,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,29,86,86,74,0,0.36602478743763034,0.29571984435797666,0.42797086515881944,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,29,86,86,101,0,0.41595866292658606,0.35797665369649806,0.4020501471992479,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,29,125,125,99,0,0.7252840383350404,0.544,0.7346271071782869,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,29,125,125,115,0,0.6970791274014569,0.5333333333333333,0.7154656399099769,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,29,125,125,135,0,0.6936655776390206,0.512,0.7106984289646607,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,29,125,125,111,0,0.7359659590527486,0.5333333333333333,0.7297175630972639,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,4,tralo,1,29,125,125,112,0,0.7575557892552348,0.5546666666666666,0.7268513769538416,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,3,tralo,1,29,125,125,109,0,0.6989346154196986,0.544,0.7452694744617822,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,1,tralo,1,29,125,125,110,0,0.7562600735270854,0.5706666666666667,0.77123868065282,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,2,tralo,1,29,125,125,108,0,0.7029863068889415,0.496,0.730209740129271,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,29,125,125,110,0,0.6985667867227979,0.512,0.6881611554736555,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,29,125,125,116,0,0.6524936729647852,0.5013333333333333,0.7157342353049445,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,29,125,125,134,0,0.7502314134286019,0.576,0.7724880231368154,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,29,125,125,81,0,0.7711450729600202,0.5546666666666666,0.754878553534144,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,67,67,25,0,0.44334112674430176,0.31724137931034485,0.5971197071528221,4,2003,223,26.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,27.0
dermmnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,67,67,18,0,0.5486722039019932,0.3793103448275862,0.6802899869835946,4,2003,223,21.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,22.0
dermmnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,67,67,16,0,0.5068057641748468,0.3310344827586207,0.6525260774790133,4,2003,223,27.0,,0.0001,0.0001,,lrc0.0001_noceskip,True,28.0
dermmnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,67,67,28,0,0.43485538652617683,0.33793103448275863,0.7004964515777842,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,MobileNetV3,4,tralo,1,29,67,67,72,0,0.525257397427119,0.3793103448275862,0.64123665417043,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,MobileNetV3,3,tralo,1,29,67,67,49,0,0.6341374072393323,0.4206896551724138,0.7118167297646911,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,MobileNetV3,1,tralo,1,29,67,67,68,0,0.5908519673325173,0.4,0.6850382843900451,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,MobileNetV3,2,tralo,1,29,67,67,63,0,0.6222895028460954,0.4068965517241379,0.6925745804660509,4,2003,223,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
dermmnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,67,67,57,0,0.5923911134100882,0.3793103448275862,0.6795426535199438,4,2003,223,22.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,23.0
dermmnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,67,67,34,0,0.5516436037750767,0.3448275862068966,0.6622443743759899,4,2003,223,21.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,22.0
dermmnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,67,67,39,0,0.557781578181268,0.3931034482758621,0.6837560193962464,4,2003,223,25.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,26.0
dermmnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,67,67,23,0,0.5539393406932882,0.3793103448275862,0.7036070437278547,4,2003,223,22.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,23.0
tissuemnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,51,51,47,0,0.3808957268250199,0.2702702702702703,0.36949761740680337,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,51,51,53,0,0.37836715294566153,0.2702702702702703,0.3676691044795339,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,51,51,35,0,0.3954645792438441,0.2882882882882883,0.271492375243205,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,51,51,80,0,0.36162257750423865,0.25225225225225223,0.4047882685544954,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,4,tralo,1,29,51,51,42,0,0.42230281926866087,0.2882882882882883,0.4375330829037124,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,3,tralo,1,29,51,51,36,0,0.3267056656925248,0.26126126126126126,0.3985405801876154,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,1,tralo,1,29,51,51,35,0,0.3954645792438441,0.2882882882882883,0.271492375243205,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,2,tralo,1,29,51,51,73,0,0.444779157439954,0.32432432432432434,0.3874301069042014,4,2400,171,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,51,51,44,0,0.3860343293557206,0.26126126126126126,0.41451507129834697,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,51,51,20,0,0.25884573543613204,0.1981981981981982,0.37030025242508224,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,51,51,35,0,0.3954645792438441,0.2882882882882883,0.271492375243205,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
tissuemnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,51,51,55,0,0.3406587642309829,0.23423423423423423,0.37761692369750366,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,75,75,92,0,0.7294685944169343,0.41846153846153844,0.7115720995194944,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,75,75,92,0,0.7862795066722891,0.4307692307692308,0.6987212623182766,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,75,74,78,0,0.6724310077809804,0.41846153846153844,0.7203785202255159,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,75,75,83,0,0.7709434517479001,0.4430769230769231,0.7277579902302982,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,4,tralo,1,29,75,71,77,0,0.7536887594602821,0.4246153846153846,0.6803470159212821,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,3,tralo,1,29,75,75,77,0,0.8021110309994195,0.4246153846153846,0.7255519340140391,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,1,tralo,1,29,75,42,42,1,0.6369146177540105,0.41846153846153844,0.7075015926393828,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
octmnist,L30_G30,MobileNetV3,2,tralo,1,29,75,55,55,1,0.7359002455600738,0.4369230769230769,0.7273981925712102,2,1000,250,30.0,False,0.0001,0.0001,,lrc0.0001_noceskip,False,29.0
